doi,title,abstract,authors,orcid_ids,affiliations,published_date,journal_title,publisher,keywords,topics
10.1111/mafi.12081,THE NUMÉRAIRE PROPERTY AND LONG‐TERM GROWTH OPTIMALITY FOR DRAWDOWN‐CONSTRAINED INVESTMENTS,"We consider the portfolio choice problem for a long‐run investor in a general continuous semimartingale model. We combine the decision criterion of pathwise growth optimality with a flexible specification of attitude toward risk, encoded by a linear drawdown constraint imposed on admissible wealth processes. We define the constrained numéraire property through the notion of expected relative return and prove that drawdown‐constrained numéraire portfolio exists and is unique, but may depend on the investment horizon. However, when sampled at the times of its maximum and asymptotically as the time‐horizon becomes distant, the drawdown‐constrained numéraire portfolio is given explicitly through a model‐independent transformation of the unconstrained numéraire portfolio. The asymptotically growth‐optimal strategy is obtained as limit of numéraire strategies on finite horizons.",Constantinos Kardaras; Jan Obłój; Eckhard Platen,0000-0001-6903-4506; 0000-0002-5686-5498; 0000-0003-4595-3123,Constantinos Kardaras: London School of Economics and Political Science; Jan Obłój: University of Oxford; Eckhard Platen: University of Technology Sydney,2014-12-15,Mathematical Finance,Wiley,Semimartingale; Portfolio; Drawdown (hydrology); Constraint (computer-aided design); Term (time); Mathematical optimization; Mathematics; Horizon; Economics; Property (philosophy); Limit (mathematics); Mathematical economics; Applied mathematics; Financial economics; Mathematical analysis,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Economic theories and models
10.1111/mafi.12082,EXPECTATIONS OF FUNCTIONS OF STOCHASTIC TIME WITH APPLICATION TO CREDIT RISK MODELING,"We develop two novel approaches to solving for the Laplace transform of a time‐changed stochastic process. We discard the standard assumption that the background process ( ) is Lévy. Maintaining the assumption that the business clock ( ) and the background process are independent, we develop two different series solutions for the Laplace transform of the time‐changed process . In fact, our methods apply not only to Laplace transforms, but more generically to expectations of smooth functions of random time. We apply the methods to introduce stochastic time change to the standard class of default intensity models of credit risk, and show that stochastic time‐change has a very large effect on the pricing of deep out‐of‐the‐money options on credit default swaps.",Ovidiu Costin; Michael B. Gordy; Min Huang; Pawel J. Szerszen,0000-0001-7105-7379; 0000-0002-5229-4608; 0000-0003-2810-6475; 0000-0001-7919-0772,Ovidiu Costin: Ohio State University; Michael B. Gordy: Federal Reserve Board Washington; Min Huang: City University of Hong Kong; Pawel J. Szerszen: Federal Reserve Board Washington,2014-12-15,Mathematical Finance,Wiley,Laplace transform; Credit risk; Credit default swap; Stochastic process; Process (computing); Lévy process; Class (philosophy); Ornstein–Uhlenbeck process; Econometrics; Computer science; Applied mathematics; Mathematics; Economics; Actuarial science; Artificial intelligence; Statistics,"Credit Risk and Financial Regulations; Stochastic processes and financial applications; Banking stability, regulation, efficiency"
10.1111/mafi.12083,MODEL‐INDEPENDENT LOWER BOUND ON VARIANCE SWAPS,"It is well known that, under a continuity assumption on the price of a stock S , the realized variance of S for maturity T can be replicated by a portfolio of calls and puts maturing at T . This paper assumes that call prices on S maturing at T are known for all strikes but makes no continuity assumptions on S . We derive semiexplicit expressions for the supremum lower bound on the hedged payoff, at maturity T , of a long position in the realized variance of S . Equivalently, is the supremum strike K such that an investor with a long position in a variance swap with strike K can ensure a nonnegative payoff at T . We study examples with constant implied volatilities and with a volatility skew. In our examples, is close to the fair variance strike obtained under the continuity assumption.",Nabil Kahalé,0000-0002-4009-6815,Nabil Kahalé: ESCP Europe,2014-12-15,Mathematical Finance,Wiley,Variance swap; Infimum and supremum; Variance risk premium; Variance (accounting); Econometrics; Portfolio; Realized variance; Mathematics; Upper and lower bounds; Economics; Maturity (psychological); Stochastic game; Volatility (finance); Mathematical economics; Price variance; Stochastic volatility; Implied volatility; Financial economics; Volatility swap; Combinatorics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Capital Investment and Risk Analysis
10.1111/mafi.12084,ON THE MARTINGALE PROPERTY IN STOCHASTIC VOLATILITY MODELS BASED ON TIME‐HOMOGENEOUS DIFFUSIONS,"Lions and Musiela give sufficient conditions to verify when a stochastic exponential of a continuous local martingale is a martingale or a uniformly integrable martingale. Blei and Engelbert and Mijatović and Urusov give necessary and sufficient conditions in the case of perfect correlation ( ). For financial applications, such as checking the martingale property of the stock price process in correlated stochastic volatility models, we extend their work to the arbitrary correlation case ( ). We give a complete classification of the convergence properties of both perpetual and capped integral functionals of time‐homogeneous diffusions and generalize results in Mijatović and Urusov with direct proofs avoiding the use of separating times (concept introduced by Cherny and Urusov and extensively used in the proofs of Mijatović and Urusov).",Carole Bernard; Zhenyu Cui; Don McLeish,0000-0002-3996-9260; 0000-0001-9429-7121,Carole Bernard: University of Waterloo; Zhenyu Cui: Brooklyn College of the City University of New York; Don McLeish: University of Waterloo,2014-12-15,Mathematical Finance,Wiley,Local martingale; Martingale (probability theory); Mathematics; Mathematical proof; Doob's martingale inequality; Applied mathematics; Martingale pricing; Stochastic volatility; Martingale difference sequence; Homogeneous; Volatility (finance); Exponential function; Semimartingale; Mathematical economics; Econometrics; Mathematical analysis; Combinatorics,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Complex Systems and Time Series Analysis
10.1111/mafi.12085,REAL OPTIONS WITH COMPETITION AND REGIME SWITCHING,"In this paper, we examine irreversible investment decisions in duopoly games with a variable economic climate. Integrating timing flexibility, competition, and changes in the economic environment in the form of a cash flow process with regime switching, the problem is formulated as a stopping‐time game under Stackelberg leader‐follower competition, in which both players determine their respective optimal market entry time. By extending the variational inequality approach, we solve for the free boundaries and obtain optimal investment strategies for each player. Despite the lack of regularity in the leader's obstacle and the cash flow regime uncertainty, the regime‐dependent optimal policies for both the leader and the follower are obtained. In addition, we perform comprehensive numerical experiments to demonstrate the properties of solutions and to gain insights into the implications of regime switching.",Alain Bensoussan; SingRu Hoe; ZhongFeng Yan; George Yin,0000-0003-2465-1249; 0000-0002-2951-0704,Alain Bensoussan: International Center for Decision and Risk Analysis University of Texas at Dallas; City University of Hong Kong; SingRu Hoe: Texas A and M University–Commerce; ZhongFeng Yan: Shanghai University of Finance and Economics; Jinan University; George Yin: Wayne State University,2014-12-18,Mathematical Finance,Wiley,Economics; Stackelberg competition; Competition (biology); Duopoly; Microeconomics; Flexibility (engineering); Cash flow; Investment (military); Variable (mathematics); Obstacle; Cournot competition; Variational inequality; Mathematical optimization; Mathematics; Finance,Capital Investment and Risk Analysis; Climate Change Policy and Economics; Economic theories and models
10.1111/mafi.12086,LOCAL VARIANCE GAMMA AND EXPLICIT CALIBRATION TO OPTION PRICES,"In some options markets (e.g., commodities), options are listed with only a single maturity for each underlying. In others (e.g., equities, currencies), options are listed with multiple maturities. In this paper, we analyze a special class of pure jump Markov martingale models and provide an algorithm for calibrating such models to match the market prices of European options with multiple strikes and maturities. This algorithm matches option prices exactly and only requires solving several one‐dimensional root‐search problems and applying elementary functions. We show how to construct a time‐homogeneous process which meets a single smile, and a piecewise time‐homogeneous process which can meet multiple smiles.",Peter Carr; Sergey Nadtochiy,0000-0002-1628-8454; 0000-0003-2624-5033,Peter Carr: New York University; Sergey Nadtochiy: University of Michigan,2014-12-15,Mathematical Finance,Wiley,Martingale (probability theory); Econometrics; Homogeneous; Piecewise; Jump; Valuation of options; Maturity (psychological); Mathematics; Markov process; Variance (accounting); Economics; Binomial options pricing model; Mathematical optimization; Mathematical economics; Computer science; Applied mathematics; Statistics,Stochastic processes and financial applications; Economic theories and models; Auction Theory and Applications
10.1111/mafi.12087,ROBUST PORTFOLIOS AND WEAK INCENTIVES IN LONG‐RUN INVESTMENTS,"When the planning horizon is long, and the safe asset grows indefinitely, isoelastic portfolios are nearly optimal for investors who are close to isoelastic for high wealth, and not too risk averse for low wealth. We prove this result in a general arbitrage‐free, frictionless, semimartingale model. As a consequence, optimal portfolios are robust to the perturbations in preferences induced by common option compensation schemes, and such incentives are weaker when their horizon is longer. Robust option incentives are possible, but require several, arbitrarily large exercise prices, and are not always convex.",Paolo Guasoni; Johannes Muhle‐Karbe; Hao Xing,0000-0002-8562-3658; 0000-0002-9165-2244; 0000-0002-6995-2486,Paolo Guasoni: Boston University and Dublin City University; Johannes Muhle‐Karbe: ETH Zürich; Swiss Finance Institute; Hao Xing: London School of Economics and Political Science,2014-12-15,Mathematical Finance,Wiley,Semimartingale; Incentive; Economics; Asset (computer security); Arbitrage; Utility maximization; Microeconomics; Utility maximization problem; Econometrics; Financial economics; Mathematical economics; Mathematics; Computer science,Financial Markets and Investment Strategies; Stochastic processes and financial applications; Economic theories and models
10.1111/mafi.12088,NO‐ARBITRAGE IN A NUMÉRAIRE‐INDEPENDENT MODELING FRAMEWORK,"The classic approach to modeling financial markets consists of four steps. First, one fixes a currency unit. Second, one describes in that unit the evolution of financial assets by a stochastic process. Third, one chooses in that unit a numéraire, usually the price process of a positive asset. Fourth, one divides the original price process by the numéraire and considers the class of admissible strategies for trading. This approach has one fundamental drawback: Almost all concepts, definitions, and results, including no‐arbitrage conditions like NA, NFLVR, and NUPBR depend by their very definition , at least formally, on initial choices of a currency unit and a numéraire. In this paper, we develop a new framework for modeling financial markets, which is not based on ex‐ante choices of a currency unit and a numéraire . In particular, we introduce a “numéraire‐independent” notion of no‐arbitrage and derive its dual characterization. This yields a numéraire‐independent version of the fundamental theorem of asset pricing (FTAP). We also explain how the classic approach and other recent approaches to modeling financial markets and studying no‐arbitrage can be embedded in our framework.",Martin Herdegen,0000-0002-2092-7167,Martin Herdegen: ETH Zurich,2014-12-18,Mathematical Finance,Wiley,Arbitrage; Currency; Economics; Financial market; Mathematical economics; Fundamental theorem of asset pricing; Unit (ring theory); Asset (computer security); Arbitrage pricing theory; Econometrics; Financial economics; Computer science; Capital asset pricing model; Finance; Mathematics; Monetary economics,Stochastic processes and financial applications; Economic theories and models; Complex Systems and Time Series Analysis
10.1111/mafi.12089,OPTIMAL INVESTMENT WITH INTERMEDIATE CONSUMPTION AND RANDOM ENDOWMENT,"We consider an optimal investment problem with intermediate consumption and random endowment, in an incomplete semimartingale model of the financial market. We establish the key assertions of the utility maximization theory, assuming that both primal and dual value functions are finite in the interiors of their domains and that the random endowment at maturity can be dominated by the terminal value of a self‐financing wealth process. In order to facilitate the verification of these conditions, we present alternative, but equivalent conditions, under which the conclusions of the theory hold.",Oleksii Mostovyi,0000-0003-4780-3751,Oleksii Mostovyi: Department of Mathematics The University of Texas at Austin,2014-12-15,Mathematical Finance,Wiley,Semimartingale; Endowment; Economics; Utility maximization problem; Consumption (sociology); Investment (military); Incomplete markets; Mathematical economics; Econometrics; Microeconomics; Maximization; Value (mathematics); Terminal value; Expected utility hypothesis; Maturity (psychological); Utility maximization; Financial economics; Mathematics; Net present value; Production (economics); Applied mathematics; Statistics,Stochastic processes and financial applications; Economic theories and models; Financial Markets and Investment Strategies
10.1111/mafi.12090,"TUG‐OF‐WAR, MARKET MANIPULATION, AND OPTION PRICING",We develop an option pricing model based on a tug‐of‐war game. This two‐player zero‐sum stochastic differential game is formulated in the context of a multidimensional financial market. The issuer and the holder try to manipulate asset price processes in order to minimize and maximize the expected discounted reward. We prove that the game has a value and that the value function is the unique viscosity solution to a terminal value problem for a parabolic partial differential equation involving the nonlinear and completely degenerate infinity Laplace operator.,Kaj Nyström; Mikko Parviainen,0000-0002-5155-8747; 0000-0003-2128-8173,Kaj Nyström: Uppsala University; Mikko Parviainen: University of Jyväskylä,2014-12-18,Mathematical Finance,Wiley,Viscosity solution; Mathematical economics; Context (archaeology); Bellman equation; Differential game; Laplace transform; Order (exchange); Valuation of options; Partial differential equation; Asset (computer security); Mathematical optimization; Mathematics; Applied mathematics; Economics; Computer science; Econometrics; Mathematical analysis; Finance,Stochastic processes and financial applications; Complex Systems and Time Series Analysis; Financial Risk and Volatility Modeling
10.1111/mafi.12091,"AN ANALYTICAL SOLUTION FOR THE TWO‐SIDED PARISIAN STOPPING TIME, ITS ASYMPTOTICS, AND THE PRICING OF PARISIAN OPTIONS","In this paper, we obtain a recursive formula for the density of the two‐sided Parisian stopping time. This formula does not require any numerical inversion of Laplace transforms, and is similar to the formula obtained for the one‐sided Parisian stopping time derived in Dassios and Lim. However, when we study the tails of the two distributions, we find that the two‐sided stopping time has an exponential tail, while the one‐sided stopping time has a heavier tail. We derive an asymptotic result for the tail of the two‐sided stopping time distribution and propose an alternative method of approximating the price of the two‐sided Parisian option.",Angelos Dassios; Jia Wei Lim,0000-0002-3968-2366; 0000-0001-9839-3620,Angelos Dassios: London School of Economics; Jia Wei Lim: London School of Economics,2015-06-16,Mathematical Finance,Wiley,Stopping time; Laplace transform; Mathematics; Optimal stopping; Exponential function; Applied mathematics; Inversion (geology); Optional stopping theorem; First-hitting-time model; Mathematical optimization; Mathematical analysis; Statistics,Stochastic processes and financial applications; Capital Investment and Risk Analysis; Economic theories and models
10.1111/mafi.12092,OPTIMAL INVESTMENT FOR ALL TIME HORIZONS AND MARTIN BOUNDARY OF SPACE‐TIME DIFFUSIONS,"This paper is concerned with the axiomatic foundation and explicit construction of a general class of optimality criteria that can be used for investment problems with multiple time horizons, or when the time horizon is not known in advance. Both the investment criterion and the optimal strategy are characterized by the Hamilton–Jacobi–Bellman equation on a semi‐infinite time interval. In the case where this equation can be linearized, the problem reduces to a time‐reversed parabolic equation, which cannot be analyzed via the standard methods of partial differential equations. Under the additional uniform ellipticity condition, we make use of the available description of all minimal solutions to such equations, along with some basic facts from potential theory and convex analysis, to obtain an explicit integral representation of all positive solutions. These results allow us to construct a large family of the aforementioned optimality criteria, including some closed‐form examples in relevant financial models.",Sergey Nadtochiy; Michael Tehranchi,0000-0003-2624-5033; 0000-0002-1969-2700,Sergey Nadtochiy: University of Michigan; Michael Tehranchi: University of Cambridge,2015-06-16,Mathematical Finance,Wiley,Mathematics; Partial differential equation; Interval (graph theory); Parabolic partial differential equation; Boundary (topology); Hamilton–Jacobi–Bellman equation; Axiom; Regular polygon; Class (philosophy); Applied mathematics; Mathematical optimization; Representation (politics); Time horizon; Mathematical finance; Axiomatic system; Mathematical economics; Bellman equation; Mathematical analysis; Economics; Computer science; Finance,Stochastic processes and financial applications; Economic theories and models; Mathematical Biology Tumor Growth
10.1111/mafi.12093,MEAN‐VARIANCE POLICY FOR DISCRETE‐TIME CONE‐CONSTRAINED MARKETS: TIME CONSISTENCY IN EFFICIENCY AND THE MINIMUM‐VARIANCE SIGNED SUPERMARTINGALE MEASURE,"The discrete‐time mean‐variance portfolio selection formulation, which is a representative of general dynamic mean‐risk portfolio selection problems, typically does not satisfy time consistency in efficiency (TCIE), i.e., a truncated precommitted efficient policy may become inefficient for the corresponding truncated problem. In this paper, we analytically investigate the effect of portfolio constraints on the TCIE of convex cone‐constrained markets. More specifically, we derive semi‐analytical expressions for the precommitted efficient mean‐variance policy and the minimum‐variance signed supermartingale measure (VSSM) and examine their relationship. Our analysis shows that the precommitted discrete‐time efficient mean‐variance policy satisfies TCIE if and only if the conditional expectation of the density of the VSSM (with respect to the original probability measure) is nonnegative, or once the conditional expectation becomes negative, it remains at the same negative value until the terminal time. Our finding indicates that the TCIE property depends only on the basic market setting, including portfolio constraints. This motivates us to establish a general procedure for constructing TCIE dynamic portfolio selection problems by introducing suitable portfolio constraints.",Xiangyu Cui; Duan Li; Xun Li,0000-0003-1749-4513; 0000-0001-9786-6238; 0000-0003-0493-417X,"Xiangyu Cui: Shanghai University of Finance and Economics, and Key Laboratory of Mathematical Economics (SUFE) Ministry of Education China; Duan Li: The Chinese University of Hong Kong; Xun Li: The Hong Kong Polytechnic University",2015-06-19,Mathematical Finance,Wiley,Portfolio; Time consistency; Mathematics; Conditional expectation; Variance (accounting); Measure (data warehouse); Portfolio optimization; Consistency (knowledge bases); Selection (genetic algorithm); Conditional variance; Discrete time and continuous time; Mathematical optimization; Econometrics; Economics; Computer science; Statistics; Actuarial science; Autoregressive conditional heteroskedasticity; Finance,Risk and Portfolio Optimization; Stochastic processes and financial applications; Monetary Policy and Economic Impact
10.1111/mafi.12094,APPROXIMATE HEDGING PROBLEM WITH TRANSACTION COSTS IN STOCHASTIC VOLATILITY MARKETS,"This paper studies the problem of option replication in general stochastic volatility markets with transaction costs, using a new specification for the volatility adjustment in Leland's algorithm. We prove several limit theorems for the normalized replication error of Leland's strategy, as well as that of the strategy suggested by Lépinette. The asymptotic results obtained not only generalize the existing results, but also enable us to fix the underhedging property pointed out by Kabanov and Safarian. We also discuss possible methods to improve the convergence rate and to reduce the option price inclusive of transaction costs.",Thai Huu Nguyen; Serguei Pergamenshchikov,0000-0002-0912-2392,Thai Huu Nguyen: UMR 6085 CNRS‐Université de Rouen and University of Economics; Serguei Pergamenshchikov: UMR 6085 CNRS‐Université de Rouen and National Research University ‐ Higher School of Economics,2015-06-30,Mathematical Finance,Wiley,Transaction cost; Volatility (finance); Stochastic volatility; Local volatility; Econometrics; Replication (statistics); Economics; Mathematical economics; Mathematical optimization; Computer science; Mathematics; Microeconomics; Statistics,Stochastic processes and financial applications; Economic theories and models; Financial Risk and Volatility Modeling
10.1111/mafi.12095,RISK‐MINIMIZATION FOR LIFE INSURANCE LIABILITIES WITH DEPENDENT MORTALITY RISK,"In this paper, we study the pricing and hedging of typical life insurance liabilities for an insurance portfolio with dependent mortality risk by means of the well‐known risk‐minimization approach. As the insurance portfolio consists of individuals of different age cohorts in order to capture the cross‐generational dependency structure of the portfolio, we introduce affine models for the mortality intensities based on Gaussian random fields that deliver analytically tractable results. We also provide specific examples consistent with historical mortality data and correlation structures. Main novelties of this work are the explicit computations of risk‐minimizing strategies for life insurance liabilities written on an insurance portfolio composed of primary financial assets (a risky asset and a money market account) and a family of longevity bonds, and the simultaneous consideration of different age cohorts.",Francesca Biagini; Camila Botero; Irene Schreiber,0000-0001-9801-5259; 0000-0001-9452-9607,Francesca Biagini: University of Munich; Camila Botero: University of Munich; Irene Schreiber: University of Munich,2015-06-19,Mathematical Finance,Wiley,Life insurance; Portfolio; Actuarial science; Longevity risk; Econometrics; Economics; Asset (computer security); Replicating portfolio; Portfolio optimization; Financial economics; Computer science; Pension; Finance,"Insurance, Mortality, Demography, Risk Management; Insurance and Financial Risk Management; Stochastic processes and financial applications"
10.1111/mafi.12096,A FIRST‐ORDER BSPDE FOR SWING OPTION PRICING: CLASSICAL SOLUTIONS,"In a companion paper, we studied a control problem related to swing option pricing in a general non‐Markovian setting. The main result there shows that the value process of this control problem can uniquely be characterized in terms of a first‐order backward stochastic partial differential equation (BSPDE) and a pathwise differential inclusion. In this paper, we additionally assume that the cash flow process of the swing option is left‐continuous in expectation. Under this assumption, we show that the value process is continuously differentiable in the space variable that represents the volume in which the holder of the option can still exercise until maturity. This gives rise to an existence and uniqueness result for the corresponding BSPDE in a classical sense. We also explicitly represent the space derivative of the value process in terms of a nonstandard optimal stopping problem over a subset of predictable stopping times. This representation can be applied to derive a dual minimization problem in terms of martingales.",Christian Bender; Nikolai Dokuchaev,0000-0003-3264-2975; 0000-0002-9951-8904,Christian Bender: Saarland University; Nikolai Dokuchaev: Curtin University,2015-06-21,Mathematical Finance,Wiley,Mathematics; Bellman equation; Terminal value; Optimal stopping; Uniqueness; Stopping time; Mathematical economics; Swing; Applied mathematics; Differentiable function; Stochastic differential equation; Valuation of options; Mathematical optimization; Lévy process; Markov process; Cash flow; Economics; Econometrics; Finance; Mathematical analysis,Stochastic processes and financial applications; Economic theories and models; Capital Investment and Risk Analysis
10.1111/mafi.12097,MODEL UNCERTAINTY AND SCENARIO AGGREGATION,"This paper provides a coherent method for scenario aggregation addressing model uncertainty. It is based on divergence minimization from a reference probability measure subject to scenario constraints. An example from regulatory practice motivates the definition of five fundamental criteria that serve as a basis for our method. Standard risk measures, such as value‐at‐risk and expected shortfall, are shown to be robust with respect to minimum divergence scenario aggregation. Various examples illustrate the tractability of our method.",Mathieu Cambou; Damir Filipović,0000-0002-2443-5741,Mathieu Cambou: EPFL Institute of Mathematics; Damir Filipović: EPFL and Swiss Finance Institute,2015-06-19,Mathematical Finance,Wiley,Expected shortfall; Divergence (linguistics); Computer science; Measure (data warehouse); Econometrics; Minification; Basis (linear algebra); Mathematical optimization; Risk management; Economics; Mathematics; Data mining,Probabilistic and Robust Engineering Design; Risk and Portfolio Optimization; Risk and Safety Analysis
10.1111/mafi.12098,TRADING WITH SMALL PRICE IMPACT,"An investor trades a safe and several risky assets with linear price impact to maximize expected utility from terminal wealth. In the limit for small impact costs, we explicitly determine the optimal policy and welfare, in a general Markovian setting allowing for stochastic market, cost, and preference parameters. These results shed light on the general structure of the problem at hand, and also unveil close connections to optimal execution problems and to other market frictions such as proportional and fixed transaction costs.",Ludovic Moreau; Johannes Muhle‐Karbe; H. Mete Soner,0000-0002-4381-9003; 0000-0002-9165-2244; 0000-0002-0824-1808,Ludovic Moreau: ETH Zürich; Johannes Muhle‐Karbe: ETH Zürich and Swiss Finance Institute; H. Mete Soner: ETH Zürich and Swiss Finance Institute,2015-06-23,Mathematical Finance,Wiley,Transaction cost; Economics; Limit (mathematics); Terminal (telecommunication); Market impact; Markov process; Microeconomics; Preference; Welfare; Expected utility hypothesis; Fixed cost; Database transaction; Econometrics; Bid price; Financial economics; Market microstructure; Computer science; Finance; Mathematics; Statistics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Risk and Portfolio Optimization
10.1111/mafi.12099,DYNAMIC TRADING VOLUME,"We derive the process followed by trading volume, in a market with finite depth and constant investment opportunities, where a large investor, with a long horizon and constant relative risk aversion, trades a safe and a risky asset. Trading volume approximately follows a Gaussian, mean‐reverting diffusion, and increases with depth, volatility, and risk aversion. Unlike the frictionless theory, finite depth excludes leverage and short sales because such positions may not be solvent even with continuous trading.",Paolo Guasoni; Marko Weber,0000-0002-8562-3658; 0000-0002-7315-6714,Paolo Guasoni: Boston University and Dublin City University; Marko Weber: Dublin City University and Scuola Normale Superiore,2015-06-19,Mathematical Finance,Wiley,Leverage (statistics); Volatility (finance); Risk aversion (psychology); Economics; Financial economics; Econometrics; Constant (computer programming); Volume (thermodynamics); Trading strategy; Mathematics; Expected utility hypothesis; Computer science,Financial Markets and Investment Strategies; Stochastic processes and financial applications; Complex Systems and Time Series Analysis
10.1111/mafi.12100,A PRIMAL–DUAL ALGORITHM FOR BSDES,"We generalize the primal–dual methodology, which is popular in the pricing of early‐exercise options, to a backward dynamic programming equation associated with time discretization schemes of (reflected) backward stochastic differential equations (BSDEs). Taking as an input some approximate solution of the backward dynamic program, which was precomputed, e.g., by least‐squares Monte Carlo, this methodology enables us to construct a confidence interval for the unknown true solution of the time‐discretized (reflected) BSDE at time 0. We numerically demonstrate the practical applicability of our method in two 5‐dimensional nonlinear pricing problems where tight price bounds were previously unavailable.",Christian Bender; Nikolaus Schweizer; Jia Zhuo,,Christian Bender: Saarland University; Nikolaus Schweizer: Saarland University; Jia Zhuo: University of Southern California,2015-06-26,Mathematical Finance,Wiley,Interval (graph theory); Discretization; Stochastic differential equation; Nonlinear system; Dynamic programming; Construct (python library); Valuation of options; Dynamic pricing,Stochastic processes and financial applications; Risk and Portfolio Optimization; Capital Investment and Risk Analysis
10.1111/mafi.12101,IMPACT OF TIME ILLIQUIDITY IN A MIXED MARKET WITHOUT FULL OBSERVATION,"We study a problem of optimal investment/consumption over an infinite horizon in a market with two possibly correlated assets: one liquid and one illiquid. The liquid asset is observed and can be traded continuously, while the illiquid one can be traded only at discrete random times, corresponding to the jumps of a Poisson process with intensity λ, is observed at the trading dates, and is partially observed between two different trading dates. The problem is a nonstandard mixed discrete/continuous optimal control problem, which we solve by a dynamic programming approach. When the utility has a general form, we prove that the value function is the unique viscosity solution of the associated Hamilton–Jacobi–Bellman equation and characterize the optimal allocation in the illiquid asset. In the case of power utility, we establish the regularity of the value function needed to prove the verification theorem, providing the complete theoretical solution of the problem. This enables us to perform numerical simulations, so as to analyze the impact of time illiquidity and how this impact is affected by the degree of observation.",Salvatore Federico; Paul Gassiat; Fausto Gozzi,0000-0001-5066-2203; 0000-0001-7273-3973; 0000-0003-4755-2841,Salvatore Federico: Università di Firenze; Paul Gassiat: Technische Universität Berlin; Fausto Gozzi: Libera Università degli Studi Sociali “Guido Carli”,2015-09-18,Mathematical Finance,Wiley,Bellman equation; Viscosity solution; Dynamic programming; Market liquidity; Stochastic control; Asset (computer security); Market impact; Consumption (sociology); Function (biology); Discrete time and continuous time; Mathematical optimization; Hamilton–Jacobi–Bellman equation; Mathematical finance; Value (mathematics); Mathematical economics; Mathematics; Optimal control; Economics; Applied mathematics; Computer science; Market microstructure; Finance,Stochastic processes and financial applications; Economic theories and models; Mathematical Biology Tumor Growth
10.1111/mafi.12102,OPTION PRICING AND HEDGING WITH EXECUTION COSTS AND MARKET IMPACT,"This paper considers the pricing and hedging of a call option when liquidity matters, that is, either for a large nominal or for an illiquid underlying asset. In practice, as opposed to the classical assumptions of a price‐taking agent in a frictionless market, traders cannot be perfectly hedged because of execution costs and market impact. They indeed face a trade‐off between hedging errors and costs that can be solved by using stochastic optimal control. Our modeling framework, which is inspired by the recent literature on optimal execution, makes it possible to account for both execution costs and the lasting market impact of trades. Prices are obtained through the indifference pricing approach. Numerical examples are provided, along with comparisons to standard methods.",Olivier Guéant; Jiang Pu,0000-0002-5880-9529,Olivier Guéant: Université Paris‐Diderot; Jiang Pu: Institut Europlace de Finance,2015-09-25,Mathematical Finance,Wiley,Market liquidity; Market impact; Asset (computer security); Economics; Microeconomics; Market price; Capital asset pricing model; Econometrics; Computer science; Financial economics; Market microstructure; Finance; Order (exchange),Stochastic processes and financial applications; Advanced Queuing Theory Analysis; Supply Chain and Inventory Management
10.1111/mafi.12103,SHADOW PRICES FOR CONTINUOUS PROCESSES,"In a financial market with a continuous price process and proportional transaction costs, we investigate the problem of utility maximization of terminal wealth. We give sufficient conditions for the existence of a shadow price process, i.e., a least favorable frictionless market leading to the same optimal strategy and utility as in the original market under transaction costs. The crucial ingredients are the continuity of the price process and the hypothesis of “no unbounded profit with bounded risk.” A counterexample reveals that these hypotheses cannot be relaxed.",Christoph Czichowsky; Walter Schachermayer; Junjian Yang,0000-0002-3513-6843; 0000-0002-3448-9196; 0000-0001-7644-0166,Christoph Czichowsky: London School of Economics and Political Science; Walter Schachermayer: University of Vienna; Junjian Yang: University of Vienna,2015-09-18,Mathematical Finance,Wiley,Utility maximization problem; Transaction cost; Economics; Utility maximization; Shadow price; Counterexample; Profit (economics); Profit maximization; Market price; Bounded function; Database transaction; Microeconomics; Expected utility hypothesis; Mathematical economics; Econometrics; Mathematics; Mathematical optimization; Computer science,Stochastic processes and financial applications; Economic theories and models; Capital Investment and Risk Analysis
10.1111/mafi.12104,ON ARBITRAGE AND DUALITY UNDER MODEL UNCERTAINTY AND PORTFOLIO CONSTRAINTS,"Abstract We consider the fundamental theorem of asset pricing (FTAP) and the hedging prices of options under nondominated model uncertainty and portfolio constraints in discrete time. We first show that no arbitrage holds if and only if there exists some family of probability measures such that any admissible portfolio value process is a local super‐martingale under these measures. We also get the nondominated optional decomposition with constraints. From this decomposition, we obtain the duality of the super‐hedging prices of European options, as well as the sub‐ and super‐hedging prices of American options. Finally, we get the FTAP and the duality of super‐hedging prices in a market where stocks are traded dynamically and options are traded statically.",Erhan Bayraktar; Zhou Zhou,0000-0002-1926-4570; 0000-0003-2679-4542,Erhan Bayraktar: University of Michigan; Zhou Zhou: University of Michigan,2015-09-29,Mathematical Finance,Wiley,Arbitrage; Duality (order theory); Portfolio; Martingale (probability theory); Mathematical economics; Economics; Fundamental theorem of asset pricing; Asset (computer security); Decomposition; Econometrics; Mathematics; Capital asset pricing model; Financial economics; Arbitrage pricing theory; Computer science; Applied mathematics; Pure mathematics,Stochastic processes and financial applications; Risk and Portfolio Optimization; Monetary Policy and Economic Impact
