doi,title,abstract,authors,orcid_ids,affiliations,published_date,journal_title,publisher,keywords,topics
10.1080/14697688.2018.1550265,Calibration and advanced simulation schemes for the Wishart stochastic volatility model,"In this article, we deal with calibration and Monte Carlo simulation of the Wishart stochastic volatility model. Despite the analytical tractability of the considered model, being of affine type, the implementation of Wishart-based stochastic volatility models poses non-trivial challenges from a numerical point of view. The goal of this article is to overcome these problems providing efficient numerical schemes for Monte Carlo simulations. Moreover, a fast and accurate calibration procedure is proposed.",G. La Bua; D. Marazzina,0000-0001-6107-9822,"G. La Bua: Department of Mathematics, Politecnico di Milano, 32 p.zza Leonardo da Vinci, I-20133 Milan, Italy; D. Marazzina: Department of Mathematics, Politecnico di Milano, 32 p.zza Leonardo da Vinci, I-20133 Milan, Italy",2019-01-11,Quantitative Finance,Informa UK Limited,Wishart distribution; Stochastic volatility; Monte Carlo method; Affine transformation; Volatility (finance); Computer science; SABR volatility model; Calibration; Econometrics; Applied mathematics; Mathematical optimization; Mathematics; Statistics; Machine learning,"Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Insurance, Mortality, Demography, Risk Management"
10.1080/14697688.2018.1550266,The endo–exo problem in high frequency financial price fluctuations and rejecting criticality,"The endo–exo problem lies at the heart of statistical identification in many fields of science, and is often plagued by spurious strong-and-long memory due to improper treatment of trends, shocks and shifts in the data. A class of models that has shown to be useful in discerning exogenous and endogenous activity is the Hawkes process. This class of point processes has enjoyed great recent popularity and rapid development within the quantitative finance literature, with particular focus on the study of market microstructure and high frequency price fluctuations. We show that there are important lessons from older fields like time series and econometrics that should also be applied in financial point process modelling. In particular, we emphasize the importance of appropriately treating trends and shocks for the identification of the strength and length of memory in the system. We exploit the powerful Expectation Maximization algorithm and objective statistical criteria (BIC) to select the flexibility of the deterministic background intensity. With these methods, we strongly reject the hypothesis that the considered financial markets are critical at univariate and bivariate microstructural levels.",Spencer Wheatley; Alexander Wehrli; Didier Sornette,0000-0002-5668-0215,"Spencer Wheatley: ETH Zurich, Department of Management, Technology and Economics, Zurich, Switzerland; Alexander Wehrli: ETH Zurich, Department of Management, Technology and Economics, Zurich, Switzerland; Didier Sornette: ETH Zurich, Department of Management, Technology and Economics, Zurich, Switzerland, Swiss Finance Institute, c/o University of Geneva, 40 blvd. Du Pont d'Arve, CH 1211 Geneva 4, Switzerland",2019-01-11,Quantitative Finance,Informa UK Limited,Econometrics; Spurious relationship; Economics; Endogeneity; Univariate; Bivariate analysis; Identification (biology); Financial market; Exploit; Class (philosophy); Computer science; Finance; Mathematics; Statistics; Multivariate statistics,Point processes and geometric inequalities
10.1080/14697688.2018.1552791,A new mixture cure model under competing risks to score online consumer loans,"In credit scoring, survival analysis models have been widely applied to answer the question as to whether and when an applicant would default. In this paper, we propose a novel mixture cure proportional hazards model under competing risks. Most existing mixture cure models either do not consider competing risks or generally assume that a subpopulation of subjects is immune to any risk from all the competing risks. Compared with existing models, the proposed model is more flexible since it assumes that a subpopulation of subjects is immune to a subset of risks instead of being immune to all the risks. To estimate model parameters, we derive the likelihood function of the proposed model, based on which an expectation maximization estimation algorithm is developed. A simulation algorithm is designed to simulate time-to-event observations from the proposed model, and simulation studies are conducted to verify the proposed methodology. A real world example of credit scoring for online customer loans based on the proposed model is demonstrated.",Nailong Zhang; Qingyu Yang; Aidan Kelleher; Wujun Si,0000-0002-9811-4393; 0000-0003-3450-3987,"Nailong Zhang: Massachusetts Mutual Life Insurance Company, 60 Madison Ave, New York, NY, USA; Qingyu Yang: Industrial & Systems Engineering Dept., Wayne State University, Detroit, MI, USA; Aidan Kelleher: Nexlend Capital Partners, 420 Lexington Ave, New York, NY, USA; Wujun Si: Industrial, Systems & Manufacturing Engineering Dept., Wichita State University, Wichita, KS, USA",2019-01-18,Quantitative Finance,Informa UK Limited,Credit risk; Mixture model; Computer science; Expectation–maximization algorithm; Econometrics; Proportional hazards model; Event (particle physics); Function (biology); Maximization; Risk model; Likelihood function; Actuarial science; Artificial intelligence; Statistics; Maximum likelihood; Economics; Mathematical optimization; Estimation theory; Mathematics; Algorithm,"Financial Distress and Bankruptcy Prediction; Credit Risk and Financial Regulations; Banking stability, regulation, efficiency"
10.1080/14697688.2018.1556398,Stochastic automatic differentiation: automatic differentiation for Monte-Carlo simulations,"In this paper we re-formulate the automatic differentiation (and in particular, the backward automatic differentiation, also known as adjoint automatic differentiation, AAD) for random variables. While this is just a formal re-interpretation it allows one to investigate the algorithms in the presence of stochastic operators like expectation, conditional expectation or indicator functions.We then specify the algorithms to efficiently incorporate non-pathwise operators (like conditional expectation operators). Under a comparably mild assumption it is possible to retain the simplicity of the backward automatic differentiation algorithm in the presence of conditional expectation operators. This simplifies important applications like - in mathematical finance - the application of backward automatic differentiation to the valuation of Bermudan options or calculation of xVA's.We give the proof for a generalized version of the result. We then discuss in detail how the framework allows dramatic reduction of the memory requirements and improves the performance of a tapeless implementation of automatic differentiation (while the implementation brings advantages similar to ‘vector AAD’ (sometimes called tape compression) for free, it allows improvements beyond this. We present the implementation aspects and show how concepts from object-functional programing, like immutable objects and lazy evaluation enable additional reductions of the memory requirements.",Christian P. Fries,0000-0003-4767-2034,"Christian P. Fries: DZ BANK, Group Risk Control, Frankfurt, Germany, Department of Mathematics, University of Munich, Munich, Germany",2019-01-18,Quantitative Finance,Informa UK Limited,Automatic differentiation; Computer science; Valuation (finance); Conditional expectation; Algorithm; Theoretical computer science; Mathematical optimization; Mathematics; Econometrics,Stochastic processes and financial applications; Risk and Portfolio Optimization; Financial Risk and Volatility Modeling
10.1080/14697688.2018.1556399,Market making with minimum resting times,"We show how the supply of liquidity in order-driven markets is affected if limit orders (LOs) are forced to rest in the limit order book for a minimum resting time (MRT) before they can be cancelled. The bid-ask spread increases as the MRT increases because market makers (MMs) increase the depth of their LOs to protect them from being picked off by other traders. We also show that the expected profits of the MMs increase when the MRT increases. The intuition is as follows. As the MRT increases, there are two opposing forces at work. One, the longer the MRT, the more likely the LOs are to be filled and, on average, shares are sold at a loss. Two, because the depth of the posted LOs increases, the probability that the LO is picked off by other traders before the end of the MRT decreases. The net effect is that a longer MRT leads to a higher expected profit. We also show that the depth of LOs increases when the volatility of the price of the asset increases. Also, the depth of LOs increases when the arrival rate of market orders increases because it is less likely that LOs will be picked off by the end of the MRT. Finally, our model also makes predictions about the overall liquidity of the market. We show that MMs choose to supply the minimum amount of shares per LO allowed by the exchange because expected profits are maximised when liquidity provided is lowest.",Álvaro Cartea; Yixuan Wang,0000-0002-7426-4645,"Álvaro Cartea: Mathematical Institute, University of Oxford, Andrew Wiles Building, Radcliffe Observatory Quarter, Woodstock Road, Oxford OX2 6GG, UK, Oxford-Man Institute of Quantitative Finance, Oxford, UK; Yixuan Wang: Mathematical Institute, University of Oxford, Andrew Wiles Building, Radcliffe Observatory Quarter, Woodstock Road, Oxford OX2 6GG, UK",2019-01-18,Quantitative Finance,Informa UK Limited,Market liquidity; Economics; Volatility (finance); Monetary economics; Intuition; Order (exchange); Econometrics; Financial economics; Finance,Economic theories and models; Complex Systems and Time Series Analysis; Stochastic processes and financial applications
10.1080/14697688.2018.1562196,A systematic and efficient simulation scheme for the Greeks of financial derivatives,"Greeks are the price sensitivities of financial derivatives and are essential for pricing, speculation, risk management, and model calibration. Although the pathwise method has been popular for calculating them, its applicability is problematic when the integrand is discontinuous. To tackle this problem, this paper defines and derives the parameter derivative of a discontinuous integrand of certain functional forms with respect to the parameter of interest. The parameter derivative is such that its integration equals the differentiation of the integration of the aforesaid discontinuous integrand with respect to that parameter. As a result, unbiased Greek formulas for a very broad class of payoff functions and models can be systematically derived. This new method is applied to the Greeks of (1) Asian options under two popular Lévy processes, i.e. Merton's jump-diffusion model and the variance-gamma process, and (2) collateralized debt obligations under the Gaussian copula model. Our Greeks outperform the finite-difference and likelihood ratio methods in terms of accuracy, variance, and computation time.",Yuh-Dauh Lyuu; Huei-Wen Teng; Yao-Te Tseng; Sheng-Xiang Wang,0000-0002-3651-9934,"Yuh-Dauh Lyuu: Department of Computer Science & Information Engineering, National Taiwan University, Taipei, Taiwan, Department of Finance, National Taiwan University, Taipei, Taiwan; Huei-Wen Teng: Department of Information Management and Finance, National Chiao Tung University, Hsinchu, Taiwan, Institute of Statistics, National Chiao Tung University, Hsinchu, Taiwan; Yao-Te Tseng: Mercuries Life Insurance Co. Ltd., Taipei, Taiwan; Sheng-Xiang Wang: Fubon Financial Holdings, Taipei, Taiwan",2019-01-25,Quantitative Finance,Informa UK Limited,Greeks; Speculation; Economics; Scheme (mathematics); Calibration; Financial economics; Risk management; Econometrics; Mathematical economics; Actuarial science; Mathematics; Finance; Statistics,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Credit Risk and Financial Regulations
10.1080/14697688.2018.1562197,Sovereign risk zones in Europe during and after the debt crisis,"We employ a machine learning approach to build a European sovereign risk stratification using macroeconomic fundamentals and contagion measures, proxied by copula-based credit default swap (CDS) dependencies over the period 2008–2017, for France, Germany, Greece, Ireland, Italy, Portugal, and Spain. By adopting a recursive partitioning strategy, we detect specific risk zones varying from safe to high risk based on key predictors, and we construct their specification by assigning specific risk thresholds. While key macroeconomic fundamentals such as Debt/GDP and the unemployment rate remained the same and maintained the same risk thresholds during the sub-periods 2008–2013 and 2013–2017, the CDS spreads contagion dropped significantly over the post-Quantitative Easing years, lowering the corresponding risk thresholds. We estimate an impact on CDS spreads approximately of −105 basis points in the period 2013–2017 due to contagion mitigation.",Veni Arakelian; Petros Dellaportas; Roberto Savona; Marika Vezzoli,0000-0001-5261-6948; 0000-0002-0117-8447; 0000-0002-0213-2459; 0000-0002-0424-4235,"Veni Arakelian: Department of Economic and Regional Development, Panteion University, Athens, Greece; Petros Dellaportas: Department of Statistical Science, University College London, London, UK, The Alan Turing Institute, London, UK, Department of Statistics, Athens University of Economics and Business, Athens, Greece; Roberto Savona: Department of Economics and Management, University of Brescia, Brescia, Italy; Marika Vezzoli: Department of Molecular and Translational Medicine, University of Brescia, Brescia, Italy",2019-01-29,Quantitative Finance,Informa UK Limited,Credit default swap; Copula (linguistics); Economics; Monetary economics; Credit risk; iTraxx; Debt; Sovereign debt; Sovereign default; Financial crisis; Sovereignty; Econometrics; Finance; Macroeconomics; Credit valuation adjustment,Credit Risk and Financial Regulations; Global Financial Crisis and Policies; Monetary Policy and Economic Impact
10.1080/14697688.2018.1563304,The influence of intraday seasonality on volatility transmission pattern,"Using data on a five-minute interval basis, this article analyses the effects of intraday seasonality on volatility transmission between the spot and futures markets of the CAC40, DAX30 and FTSE100. Remarkable differences in the impulse response analysis and in the dynamic and directional measurement of volatility spillovers are encountered depending on whether the intraday periodic component is considered. Thus, the convenience of removing intraday seasonality seems to be critical to reduce the risk of spurious causality when employing high-frequency data in volatility transmission. Moreover, the impact of market microstructure noise seems negligible when using an optimal frequency of observations.",N. Alemany; V. Aragó; E. Salvador,0000-0002-7843-2570; 0000-0002-2679-9223; 0000-0001-6352-3210,"N. Alemany: Department of Accounting and Finance, Universitat Jaume I, Avda. Sos Baynat s/n, Castellon de La Plana, Castellon, Spain; V. Aragó: Department of Accounting and Finance, Universitat Jaume I, Avda. Sos Baynat s/n, Castellon de La Plana, Castellon, Spain; E. Salvador: Department of Accounting and Finance, Universitat Jaume I, Avda. Sos Baynat s/n, Castellon de La Plana, Castellon, Spain",2019-01-25,Quantitative Finance,Informa UK Limited,Spurious relationship; Volatility (finance); Futures contract; Econometrics; Seasonality; Economics; Impulse response; Forward volatility; Realized variance; Financial economics; Implied volatility; Mathematics; Statistics,Financial Risk and Volatility Modeling; Market Dynamics and Volatility; Complex Systems and Time Series Analysis
10.1080/14697688.2018.1563707,Enhancing the momentum strategy through deep regression,"Momentum is a pervasive and persistent phenomenon in financial economics that has been found to generate abnormal returns not explainable by the traditional asset pricing models. This paper investigates some variations of the existing momentum strategies to increase profit and gain other desirable properties such as low kurtosis, small negative skewness and small maximum drawdown. We investigate these by using regression that is based on the latest techniques from deep learning such as stacked autoencoders and denoising autoencoders. Empirical results indicate that our regression-based variations can generate increased returns, and improved higher-order moments and maximum drawdown characteristics. Furthermore, our results reveal such improved performance can only be attained through the use of the latest deep learning technologies.",Saejoon Kim,,"Saejoon Kim: Department of Computer Science and Engineering, Sogang University, 35 Baekbeom-ro, Mapo-gu, Seoul 04107, Korea",2019-01-25,Quantitative Finance,Informa UK Limited,Kurtosis; Drawdown (hydrology); Econometrics; Momentum (technical analysis); Regression; Skewness; Capital asset pricing model; Regression analysis; Computer science; Economics; Artificial intelligence; Financial economics; Mathematics; Statistics; Machine learning; Engineering,Stock Market Forecasting Methods; Financial Markets and Investment Strategies; Complex Systems and Time Series Analysis
10.1080/14697688.2018.1564066,Operational risk quantified with spectral risk measures: a refined closed-form approximation,"The quantification of operational risk has become an important issue as a result of the new capital charges required by the Basel Capital Accord (Basel II) to cover the potential losses of this type of risk. In this paper, we investigate second-order approximation of operational risk quantified with spectral risk measures (OpSRMs) within the theory of second-order regular variation (2RV) and second-order subexponentiality. The result shows that asymptotically two cases (the fast convergence case and the slow convergence) arise depending on the range of the second-order parameter. We also show that the second-order approximation under 2RV is asymptotically equivalent to the slow convergence case. A number of Monte Carlo simulations for a range of empirically relevant frequency and severity distributions are employed to illustrate the performance of our second-order results. The simulation results indicate that our second-order approximations tend to reduce the estimation errors to a great degree, especially for the fast convergence case, and are able to capture the sub-extremal behavior of OpSRMs better than the first-order approximation. Our asymptotic results have implications for the regulation of financial institutions, and may provide further insights into the measurement and management of operational risk.",Bin Tong; Xundi Diao; Chongfeng Wu,0000-0002-7691-7208,"Bin Tong: School of Finance, Shanghai Lixin University of Accounting and Finance, No. 995, Shangchuan Road, Shanghai 201209, People's Republic of China; Xundi Diao: Antai College of Economics and Management, Shanghai Jiao Tong University, No. 1954, HuaShan Road, Shanghai 200030, People's Republic of China; Chongfeng Wu: Antai College of Economics and Management, Shanghai Jiao Tong University, No. 1954, HuaShan Road, Shanghai 200030, People's Republic of China",2019-01-25,Quantitative Finance,Informa UK Limited,Basel II; Convergence (economics); Operational risk; Range (aeronautics); Monte Carlo method; Order (exchange); Econometrics; Mathematics; Applied mathematics; Capital requirement; Risk management; Mathematical optimization; Economics; Statistics; Finance; Engineering,Risk and Portfolio Optimization; Stochastic processes and financial applications; Financial Risk and Volatility Modeling
10.1080/14697688.2018.1564836,Stochastic regularization for the mean-variance allocation scheme,"Despite being based on sound principles, the original Markovitz portfolio allocation theory cannot produce sound allocations, and restrictions or modifications need to be imposed from outside the theory in order to obtain meaningful portfolios. This is unsatisfactory, and the reasons for this failure are discussed, in particular, the unavoidable small eigenvalues of the covariance. Within the original principles of risk minimization and return maximization, several modifications of the original theory are introduced. First, the strategic and tactical time horizons are separated. A base long-term allocation is chosen at the strategic time horizon, while the portfolio is optimized at the tactical time horizon using information from the price histories. Second, the tactical portfolio is financed by the strategic one, and a funding operator is introduced. The corresponding optimal allocation (without constraints) has one free parameter fixing the leverage. Third, the transaction costs are taken into account. This includes the current re-allocation cost, but crucially the expected costs of the next reallocation. This last term depends on the sensitivity of the allocation with respect to the covariance, and the expectation introduces another dependency on the (inverse) covariance. The new term regularizes the original minimization problem by modifying the lower part of the spectrum of the covariance, leading to meaningful portfolios. Without constraints, the final Lagrangian can be minimized analytically, with a solution that has a structure similar to the original Markovitz solution, but with the inverse covariance regularized by the expected transaction costs.",Gilles Zumbach,,"Gilles Zumbach: EdgeLab, Avenue de la Rasude 5, 1006 Lausanne, Switzerland",2019-02-12,Quantitative Finance,Informa UK Limited,Mathematical optimization; Portfolio optimization; Covariance; Portfolio; Modern portfolio theory; Transaction cost; Time horizon; Leverage (statistics); Economics; Computer science; Mathematical economics; Mathematics; Finance,Financial Risk and Volatility Modeling; Stochastic processes and financial applications; Risk and Portfolio Optimization
10.1080/14697688.2019.1553400,An open mind: memories of Ken Arrow,This article is part of a series including:Path-breaking contributions of K. J. ArrowKenneth Arrow and nonequilibrium economicsKenneth Arrow as teacher and adviserOn being a student of Ken Arrow,J. Doyne Farmer,0000-0001-7871-073X,"J. Doyne Farmer: Institute for New Economic Thinking at the Oxford Martin School and Mathematical Institute, University of Oxford, Eagle House, Walton Well Rd, Oxford, OX2 6ED, UK, Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501, USA",2018-12-24,Quantitative Finance,Informa UK Limited,Arrow; Arrow of time; Series (stratigraphy); Path (computing); Mathematical economics; Economics; Philosophy; Physics; Computer science; Quantum mechanics; Quantum,Economic Theory and Institutions; Complex Systems and Time Series Analysis; Economic theories and models
10.1080/14697688.2019.1559548,Calendar,,The Editors,,,2018-12-24,Quantitative Finance,Informa UK Limited,Economics,
10.1080/14697688.2019.1560994,Behavioral Corporate Finance: Concepts and Cases for Teaching Behavioral Finance,"© 2018, McGraw-Hill EducationBehavioural finance has come a long way. During the nascent years of behavioural finance, advocates of traditional or standard finance often looked askance at those esp...",H. Kent Baker,0000-0001-6428-8611,"H. Kent Baker: University Professor of Finance, American University, Kogod School of Business, Washington, DC, USA",2019-01-17,Quantitative Finance,Informa UK Limited,Corporate finance; Behavioral economics; Mathematical finance; Economics; Finance; Financial economics; Business,"Financial Reporting and Valuation Research; Financial Markets and Investment Strategies; Auditing, Earnings Management, Governance"
10.1080/14697688.2019.1567969,Calendar,,The Editors,,,2019-01-17,Quantitative Finance,Informa UK Limited,Economics,
10.1080/14697688.2019.1570317,Optimal investment and consumption under a continuous-time cointegration model with exponential utility,"In this paper, we study the effects of cointegration on optimal investment and consumption strategies for an investor with exponential utility. A Hamilton-Jacobi-Bellman (HJB) equation is derived first and then solved analytically. Both the optimal investment and consumption strategies are expressed in closed form. A verification theorem is also established to demonstrate that the solution of the HJB equation is indeed the solution of the original optimization problem under an integrability condition. In addition, a simple and sufficient condition is proposed to ensure that the integrability condition is satisfied. Financially, the optimal investment and consumption strategies are decomposed into two parts: the myopic part and the hedging demand caused by cointegration. Discussions on the hedging demand are carried out first, based on analytical formulae. Then numerical results show that ignoring the information about cointegration results in a utility loss.",Guiyuan Ma; Song-Ping Zhu,0000-0002-0257-9680; 0000-0002-2863-0640,"Guiyuan Ma: School of Mathematics and Applied Statistics, University of Wollongong, Wollongong, NSW 2522, Australia; Song-Ping Zhu: School of Mathematics and Applied Statistics, University of Wollongong, Wollongong, NSW 2522, Australia",2019-02-14,Quantitative Finance,Informa UK Limited,Cointegration; Hamilton–Jacobi–Bellman equation; Consumption (sociology); Economics; Investment (military); Exponential utility; Exponential function; Econometrics; Mathematical economics; Mathematics; Mathematical optimization; Bellman equation; Mathematical analysis,Stochastic processes and financial applications; Monetary Policy and Economic Impact; Financial Markets and Investment Strategies
10.1080/14697688.2019.1571682,Agricultural commodity futures trading based on cross-country rolling quantile return signals,"This paper formulates and examines a new type of bivariate time series trading strategy based on signals generated from cross-country quantiles of return distributions. We conduct rolling quantile trading strategies separately in the U.S. and Chinese futures markets for soybeans, wheat, corn and sugar over very short (daily, intraday and overnight) holding periods. Overall, we find that these practical strategies outperform various benchmarks and there is a large profit potential when trades follow quantile-based signals rather than focusing on the median only. The results highlight the value of cross-country trading strategies and the harnessing of information from different parts of the return distributions which have so far been neglected.",Huayun Jiang; Neda Todorova; Eduardo Roca; Jen-Je Su,0000-0001-9146-7092; 0000-0002-0839-0571; 0000-0002-1542-8208; 0000-0002-8417-167X,"Huayun Jiang: Department of Accounting, Finance and Economics, Griffith University, Nathan campus, 170 Kessels Road, Nathan, QLD 4111, Australia; Neda Todorova: Department of Accounting, Finance and Economics, Griffith University, Nathan campus, 170 Kessels Road, Nathan, QLD 4111, Australia; Eduardo Roca: Department of Accounting, Finance and Economics, Griffith University, Nathan campus, 170 Kessels Road, Nathan, QLD 4111, Australia; Jen-Je Su: Department of Accounting, Finance and Economics, Griffith University, Nathan campus, 170 Kessels Road, Nathan, QLD 4111, Australia",2019-02-21,Quantitative Finance,Informa UK Limited,Quantile; Futures contract; Econometrics; Bivariate analysis; Economics; Quantile regression; Trading strategy; Financial economics; Profit (economics); Microeconomics; Statistics; Mathematics,Market Dynamics and Volatility; Complex Systems and Time Series Analysis; Financial Risk and Volatility Modeling
10.1080/14697688.2019.1571683,Deep hedging,"We present a framework for hedging a portfolio of derivatives in the presence of market frictions such as transaction costs, liquidity constraints or risk limits using modern deep reinforcement machine learning methods. We discuss how standard reinforcement learning methods can be applied to non-linear reward structures, i.e. in our case convex risk measures. As a general contribution to the use of deep learning for stochastic processes, we also show in Section 4 that the set of constrained trading strategies used by our algorithm is large enough to ε-approximate any optimal solution. Our algorithm can be implemented efficiently even in high-dimensional situations using modern machine learning tools. Its structure does not depend on specific market dynamics, and generalizes across hedging instruments including the use of liquid derivatives. Its computational performance is largely invariant in the size of the portfolio as it depends mainly on the number of hedging instruments available. We illustrate our approach by an experiment on the S&P500 index and by showing the effect on hedging under transaction costs in a synthetic market driven by the Heston model, where we outperform the standard ‘complete-market’ solution.",H. Buehler; L. Gonon; J. Teichmann; B. Wood,0000-0003-3367-2455; 0000-0003-0125-7484,"H. Buehler: J.P. Morgan, London, UK; L. Gonon: Eidgenössische Technische Hochschule Zürich, Zürich, Switzerland; J. Teichmann: Eidgenössische Technische Hochschule Zürich, Zürich, Switzerland; B. Wood: J.P. Morgan, London, UK",2019-02-21,Quantitative Finance,Informa UK Limited,Reinforcement learning; Portfolio; Computer science; Portfolio optimization; Market liquidity; Transaction cost; Mathematical optimization; Trading strategy; Set (abstract data type); Index (typography); Artificial intelligence; Econometrics; Economics; Mathematics; Financial economics; Microeconomics,Stochastic processes and financial applications; Financial Markets and Investment Strategies; Market Dynamics and Volatility
10.1080/14697688.2019.1571752,"Hedge Funds: Structure, Strategies, and Performance","© 2017, Oxford University PressThis is an excellent and comprehensive look into hedge funds as both an industry and an alternative investment. It is not the typical theoretical book on hedge fund s...",Lisa Borland,,"Lisa Borland: Cerebellum Capital, San Francisco, CA, USA",2019-02-11,Quantitative Finance,Informa UK Limited,Hedge fund; Alternative beta; Business; Financial economics; Economics; Global assets under management; Fund of funds; Econometrics; Finance; Institutional investor; Market liquidity,Financial Markets and Investment Strategies
10.1080/14697688.2019.1574021,Target volatility option pricing in the lognormal fractional SABR model,"We examine in this article the pricing of target volatility options in the lognormal fractional SABR model. A decomposition formula of Itô's calculus yields an approximation formula for the price of a target volatility option in small time by the technique of freezing the coefficient. A decomposition formula in terms of Malliavin derivatives is also provided. Alternatively, we also derive closed form expressions for a small volatility of volatility expansion of the price of a target volatility option. Numerical experiments show the accuracy of the approximations over a reasonably wide range of parameters.",Elisa Alòs; Rupak Chatterjee; Sebastian F. Tudor; Tai-Ho Wang,0000-0003-4234-0671; 0000-0002-5777-036X; 0000-0001-7522-8251,"Elisa Alòs: Departament d'Economia i Empresa and Barcelona Graduate School of Economics, Universitat Pompeu Fabra, c/Ramon Trias Fargas, 25–27, 08005 Barcelona, Spain; Rupak Chatterjee: Department of Physics, Center for Quantum Science and Engineering, Stevens Institute of Technology, Castle Point on Hudson, Hoboken, NJ 07030, USA; Sebastian F. Tudor: Division of Financial Engineering, School of Business, Stevens Institute of Technology, Castle Point on Hudson, Hoboken, NJ 07030, USA; Tai-Ho Wang: Department of Mathematics, Baruch College, The City University of New York, 1 Bernard Baruch Way, New York, NY 10010, USA, Department of Mathematical Sciences, Ritsumeikan University, Noji-higashi 1-1-1, Kusatsu, Shiga 525-8577, Japan",2019-03-08,Quantitative Finance,Informa UK Limited,SABR volatility model; Stochastic volatility; Volatility (finance); Implied volatility; Log-normal distribution; Volatility smile; Forward volatility; Volatility swap; Econometrics; Mathematics; Economics; Local volatility; Malliavin calculus; Volatility risk premium; Valuation of options; Applied mathematics; Mathematical analysis; Statistics; Partial differential equation,Stochastic processes and financial applications; Financial Risk and Volatility Modeling; Financial Markets and Investment Strategies
10.1080/14697688.2019.1575517,Dynamics of foreign exchange implied volatility and implied correlation surfaces,"The prices of currency options expressed in terms of their implied volatilities and the implied correlations between foreign exchange rates at a given point in time depend on option delta and time to maturity. Implied volatilities and implied correlations likewise may thus be represented as a surface. It is well known that these surfaces exhibit both skew/smile features and term structure effects and their shapes fluctuate substantially over time. Using implied volatilities on three currency pairs as well as historical implied correlation values between them, we study the nature of these fluctuations by applying a Karhunen-Loève decomposition that is a generalization of a principal component analysis. We demonstrate that the largest share in the dynamics of these surfaces' fluctuations may be explained by exactly the same three factors, providing evidence of strong interdependences between implied correlation and implied volatility of global currency pairs.",S. Beer; H. Fink,,"S. Beer: Institute of Insurance Economics, University of St. Gallen, Tannenstrasse 19, CH-9000 St. Gallen, Switzerland; H. Fink: Department of Computer Science and Mathematics, Munich University of Applied Sciences, Lothstraße 64, D-80335 Munich, Germany, Center for Quantitative Risk Analysis, Department of Statistics, Ludwig-Maximilians-University Munich, Akademiestraße 1/I, D-80799 Munich, Germany",2019-02-21,Quantitative Finance,Informa UK Limited,Implied volatility; Econometrics; Currency; Economics; Volatility smile; Volatility (finance); Foreign exchange; Skew; Mathematics; Monetary economics; Physics,Complex Systems and Time Series Analysis; Monetary Policy and Economic Impact; Market Dynamics and Volatility
10.1080/14697688.2019.1575974,Functional Itô calculus,"We extend some results of the Itô calculus to functionals of the current path of a process to reflect the fact that often the impact of randomness is cumulative and depends on the history of the process, not merely on its current value. We express the differential of the functional in terms of adequately defined partial derivatives to obtain an Itô formula. We develop an extension of the Feynman-Kac formula to the functional case and an explicit expression of the integrand in the Martingale Representation Theorem. We establish that under certain conditions, even path dependent options prices satisfy a partial differential equation in a local sense. We exploit this fact to find an expression of the price difference between two models and compute variational derivatives with respect to the volatility surface.",Bruno Dupire,,"Bruno Dupire: Bloomberg L.P., New York, NY, USA",2019-04-17,Quantitative Finance,Informa UK Limited,Mathematics; Martingale (probability theory); Applied mathematics; Expression (computer science); Path dependent; Randomness; Calculus (dental); Partial derivative; Stochastic calculus; Partial differential equation; Mathematical economics; Mathematical analysis; Stochastic partial differential equation; Computer science,Stochastic processes and financial applications; Capital Investment and Risk Analysis; Financial Risk and Volatility Modeling
10.1080/14697688.2019.1576918,Resilience to the financial crisis in customer-supplier networks,"Inspired by the Capital Asset Pricing Model (CAPM) beta, we construct customer and supplier betas to separately investigate potentially different properties of downstream and upstream linkages. With the adjacency matrix acting as a ‘filter’ to extract each company's return covariances with its trading partners, the cross-sectional dependence contained in the customer-supplier network is summarized by our betas. We explore how these two betas are related to a company's resilience to the financial crisis of 2008–2009. We observe that a higher customer beta is generally associated with more resilience during the crisis. Therefore, investors could construct the customer beta to gain insights into the relative negative impact of a potential crisis on a stock's performance.",Xiao Yu; Ramazan Gençay; Keyi Zhang,0000-0002-8902-2518,"Xiao Yu: Department of Economics, Simon Fraser University, 8888 University Drive, Burnaby, British Columbia, V5A 1S6, Canada; Ramazan Gençay: Department of Economics, Simon Fraser University, 8888 University Drive, Burnaby, British Columbia, V5A 1S6, Canada; Keyi Zhang: Department of Economics, Simon Fraser University, 8888 University Drive, Burnaby, British Columbia, V5A 1S6, Canada",2019-03-08,Quantitative Finance,Informa UK Limited,Capital asset pricing model; Financial crisis; Business; Stock (firearms); Resilience (materials science); Financial economics; Econometrics; Economics; Finance,Financial Markets and Investment Strategies; Market Dynamics and Volatility; Complex Systems and Time Series Analysis
10.1080/14697688.2019.1579521,Calendar,,The Editors,,,2019-02-11,Quantitative Finance,Informa UK Limited,Economics,
